class_index,review_text
1,because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks
3,that 's as hard to classify as it is hard to resist
4,Easily one of the best and most exciting movies of the year
4,which is worth seeing
1,of half-dimensional characters
1,ought to be a whole lot scarier than they are in this tepid genre offering .
0,a pretentious mess ...
2,concerned with the entire period of history
2,heavy doses
2,'s sobering
2,than pandering
4,screen magic
1,through Dahmer 's two hours
4,A film of epic scale
1,framed in a drama so clumsy
0,I have not been this disappointed by a movie in a long time .
3,just as I hoped I would -- with moist eyes
0,realize there 's no place for this story to go but down
0,bad-movie
3,the floppy hair
1,An inelegant combination
2,South Fork
4,This is more fascinating -- being real -- than anything seen on Jerry Springer .
4,photographed and beautifully recorded
2,is not a love letter for the slain rappers
1,a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse
0,ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .
2,Rob Schneider in a young woman 's clothes
4,breathtaking
4,amazing film work
4,a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes
3,the arduous journey of a sensitive young girl through a series of foster homes and
4,so unabashedly hopeful that it actually makes the heart soar
0,` Swept Away ' sinks .
3,It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .
3,a reasonable degree of suspense
0,does a disservice to the audience and to the genre .
4,is an engaging nostalgia piece
0,seemed too pat and familiar to hold my interest
1,get a cinematic postcard that 's superficial and unrealized .
4,builds its multi-character story with a flourish
3,Catch it ... if you can !
2,post-feminist breezy
0,horribly depressing and not
4,monumental achievement
3,thirst
1,leaden as the movie sputters
2,director Michael Apted and
3,tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...
0,The story 's pathetic and
1,septic
0,unsatisfying ending
4,to see this terrific film with your kids -- if you do n't have kids borrow some
2,Georgia
2,Asian cult cinema fans
3,enjoy it
4,thoroughly satisfying
4,`` The best Disney movie
0,you 'll be as bored watching Morvern Callar as the characters are in it
1,assumes you are n't very bright
3,shouts classic French nuance .
2,fell
3,is infectious
3,historically significant
2,you fixating on a far corner of the screen at times because your nerves just ca n't take it any more
1,sitting around
2,in for pastel landscapes
2,the inmates
3,rich
1,barely interesting
1,uneven movie
3,a high enough level of invention
0,is too loud and thoroughly overbearing
4,has never been filmed more irresistibly than in ` Baran .
2,a complex sword-and-sorcery plot
3,here 's a fun one .
4,big-hearted
0,the plot makes no sense
3,are fascinating
4,what 's even more remarkable is the integrity of DeVito 's misanthropic vision
0,felt myself powerfully drawn toward the light -- the light of the exit sign
2,hoping that the rich promise of the script will be realized on the screen
4,the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer
0,plain bad .
0,seems embarrassed by his own invention and
0,'re the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix
4,fascinating literary mystery story
1,you could fit all of Pootie Tang in between its punchlines
4,candy and cheeky wit to keep parents away from the concession stand
1,It drowns in sap .
2,own ironic implications
0,has none of the charm and little of the intrigue from the TV series
2,suffer the dreadfulness of war from both sides
3,The difference is that I truly enjoyed most of Mostly Martha while I ne
4,his fun friendly demeanor
1,ideas that are too complex to be rapidly absorbed
4,Wow fans
3,it was n't horrible either
2,talk throughout the show
0,was painful
3,escape story
1,protagonist
1,mistake .
0,Lacks dramatic punch and depth
3,like you 've seen a movie instead of an endless trailer
0,where the film ultimately fails
3,use of his particular talents .
2,tragic odyssey
1,of the gross-out comedy
1,most of its ilk
4,some strong performances
4,the film is a good one
3,smart jokes
0,very little story or character
3,a solid action pic
0,It is supremely unfunny and unentertaining to watch middle-age
4,The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .
3,A heartbreakingly thoughtful minor classic
4,'s still a rollicking good time for the most part
0,somnambulant exercise
4,a good shot
2,most people
0,is that it stinks .
4,a smartly written motion picture
1,lie
4,a visual treat for all audiences
2,its true colors
0,incredibly irritating comedy
0,seem to be in a contest to see who can out-bad-act the other .
0,the worst National Lampoon film
3,moments of hilarity to be had
1,Suffers from a decided lack of creative storytelling
0,Master of Disguise runs for only 71 minutes and feels like three hours .
0,a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny
3,A surprisingly ` solid ' achievement
3,articulates
0,spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby
2,sitting open
1,nowheresville
4,beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors
4,have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted .
1,confusing melange
4,De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season .
2,more suggestive
4,'s so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .
4,is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .
1,like this that puts flimsy flicks like this behind bars
4,the greatest date movies in years
2,of the post-war art world
4,dropped me back in my seat with more emotional force than any other recent film
1,cornball sequel
3,that come full circle to end on a positive -LRB- if tragic -RRB- note
3,What 's so striking about Jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .
2,relentlessly harmless
4,Leguizamo and Jones are both excellent
2,compulsive
2,minutiae
1,refracting
1,seen this exact same movie a hundred times
0,it is n't very good
1,` it 's just a kids ' flick
